gene_id,symbol,name,kegg
4293,MAP3K9,mitogen-activated protein kinase kinase kinase 9,NA
4294,MAP3K10,mitogen-activated protein kinase kinase kinase 10,NA
4295,MLN,motilin,NA
4296,MAP3K11,mitogen-activated protein kinase kinase kinase 11,4010
4297,MLL,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)",NA
4298,MLLT1,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1",NA
4299,AFF1,"AF4/FMR2 family, member 1",NA
4300,MLLT3,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3",NA
4301,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",04520; 04530; 04670
4302,MLLT6,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6",NA
4303,FOXO4,forkhead box O4,NA
4306,NR3C2,"nuclear receptor subfamily 3, group C, member 2",4960
4308,TRPM1,"transient receptor potential cation channel, subfamily M, member 1",NA
4309,MLVI2,Moloney murine leukemia virus (MoMuLV) integration site 2 homolog,NA
4311,MME,membrane metallo-endopeptidase,04614; 04640; 04974; 05010
4312,MMP1,matrix metallopeptidase 1 (interstitial collagenase),03320; 05200; 05219; 05323
4313,MMP2,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",04670; 04912; 05200; 05219
4314,MMP3,"matrix metallopeptidase 3 (stromelysin 1, progelatinase)",5323
4316,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",4310
4317,MMP8,matrix metallopeptidase 8 (neutrophil collagenase),NA
4318,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",04670; 05200; 05219
4319,MMP10,matrix metallopeptidase 10 (stromelysin 2),NA
4320,MMP11,matrix metallopeptidase 11 (stromelysin 3),NA
4321,MMP12,matrix metallopeptidase 12 (macrophage elastase),NA
4322,MMP13,matrix metallopeptidase 13 (collagenase 3),NA
4323,MMP14,matrix metallopeptidase 14 (membrane-inserted),4912
4324,MMP15,matrix metallopeptidase 15 (membrane-inserted),NA
4325,MMP16,matrix metallopeptidase 16 (membrane-inserted),NA
4326,MMP17,matrix metallopeptidase 17 (membrane-inserted),NA
4327,MMP19,matrix metallopeptidase 19,NA
4329,ALDH6A1,"aldehyde dehydrogenase 6 family, member A1",00280; 00562; 00640; 01100
4330,MN1,meningioma (disrupted in balanced translocation) 1,NA
4331,MNAT1,"menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)",3420
4332,MNDA,myeloid cell nuclear differentiation antigen,NA
4333,MNG1,multinodular goitre 1,NA
4335,MNT,MAX binding protein,NA
4336,MOBP,myelin-associated oligodendrocyte basic protein,NA
4337,MOCS1,molybdenum cofactor synthesis 1,4122
4338,MOCS2,molybdenum cofactor synthesis 2,4122
4340,MOG,myelin oligodendrocyte glycoprotein,NA
4342,MOS,v-mos Moloney murine sarcoma viral oncogene homolog,04010; 04114; 04810; 04914
4343,MOV10,"Mov10, Moloney leukemia virus 10, homolog (mouse)",NA
4345,CD200,CD200 molecule,NA
4350,MPG,N-methylpurine-DNA glycosylase,3410
4351,MPI,mannose phosphate isomerase,00051; 00520; 01100
4352,MPL,myeloproliferative leukemia virus oncogene,04060; 04630
4353,MPO,myeloperoxidase,4145
4354,MPP1,"membrane protein, palmitoylated 1, 55kDa",NA
4355,MPP2,"membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)",NA
4356,MPP3,"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)",NA
4357,MPST,mercaptopyruvate sulfurtransferase,00270; 01100; 04122
4358,MPV17,MpV17 mitochondrial inner membrane protein,4146
4359,MPZ,myelin protein zero,4514
4360,MRC1,"mannose receptor, C type 1",4145
4361,MRE11A,MRE11 meiotic recombination 11 homolog A (S. cerevisiae),03440; 03450
4362,MRE11B,MRE11 meiotic recombination 11 homolog B (S. cerevisiae),NA
4363,ABCC1,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1",02010; 04977
4364,MRSD,mental retardation-skeletal dysplasia,NA
4365,MRX1,"mental retardation, X-linked 1 (non-dysmorphic)",NA
4366,MRX4,"mental retardation, X-linked 4",NA
4367,MRX2,"mental retardation, X-linked 2 (non-dysmorphic)",NA
4368,MRX3,"mental retardation, X-linked 3",NA
4369,MRX5,"mental retardation, X-linked 5",NA
4370,MRX6,"mental retardation, X-linked 6 (Okinawa type)",NA
4371,MRX7,"mental retardation, X-linked 7",NA
4372,MRX8,"mental retardation, X-linked 8",NA
4375,MRX11,"mental retardation, X-linked 11",NA
4376,MRX12,"mental retardation, X-linked 12",NA
4377,MRX13,"mental retardation, X-linked 13",NA
4378,MRX14,"mental retardation, X-linked 14",NA
4379,MRX15,"mental retardation, X-linked 15",NA
4381,MRX17,"mental retardation, X-linked 17",NA
4382,MRX18,"mental retardation, X-linked 18",NA
4384,MRX20,"mental retardation, X-linked 20",NA
4387,MRX23,"mental retardation, X-linked 23",NA
4388,MRX24,"mental retardation, X-linked 24",NA
4389,MRX25,"mental retardation, X-linked 25",NA
4390,MRX26,"mental retardation, X-linked 26",NA
4391,MRX27,"mental retardation, X-linked 27",NA
4392,MRX28,"mental retardation, X-linked 28",NA
4395,MRX31,"mental retardation, X-linked 31",NA
4397,MS,multiple sclerosis,NA
4400,MRX35,"mental retardation, X-linked 35",NA
4402,MRX37,"mental retardation, X-linked 37",NA
4404,MRX39,"mental retardation, X-linked 39",NA
4405,MRX40,"mental retardation, X-linked 40",NA
4406,MRX42,"mental retardation, X-linked 42",NA
4412,MRX49,"mental retardation, X-linked 49",NA
4413,MRX50,"mental retardation, X-linked 50",NA
4414,MRX51,"mental retardation, X-linked 51",NA
4415,MRX52,"mental retardation, X-linked 52",NA
4416,MRX53,"mental retardation, X-linked 53",NA
4419,MRX56,"mental retardation, X-linked 56",NA
4420,MRX57,"mental retardation, X-linked 57",NA
4424,MRX61,"mental retardation, X-linked 61",NA
4425,MRX62,"mental retardation, X-linked 62",NA
4427,MRX64,"mental retardation, X-linked 64",NA
4428,MRX65,"mental retardation, X-linked 65",NA
4429,MRXS7,"mental retardation, X-linked, syndromic 7",NA
4430,MYO1B,myosin IB,NA
4431,MSBP1,minisatellite binding protein 1,NA
4432,MSBP2,"minisatellite binding protein 2, 77kDa",NA
4434,MSD,microcephaly with spastic diplegia (Paine syndrome),NA
4435,CITED1,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1",NA
4436,MSH2,"mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)",03430; 05200; 05210
4437,MSH3,mutS homolog 3 (E. coli),03430; 05200; 05210
4438,MSH4,mutS homolog 4 (E. coli),NA
4439,MSH5,mutS homolog 5 (E. coli),NA
4440,MSI1,musashi homolog 1 (Drosophila),3015
4447,MSK9,antigen identified by monoclonal antibody K15,NA
4448,MSK10,antigen identified by monoclonal antibody AJ425,NA
4467,MSK32,antigen identified by monoclonal antibody K66,NA
4473,MSK38,antigen identified by monoclonal antibody O5,NA
4477,MSMB,"microseminoprotein, beta-",NA
4478,MSN,moesin,04670; 04810
4479,MSNP1,moesin pseudogene 1,NA
4481,MSR1,macrophage scavenger receptor 1,4145
4482,MSRA,methionine sulfoxide reductase A,NA
4484,MSSE,multiple self-healing squamous epithelioma,NA
4485,MST1,macrophage stimulating 1 (hepatocyte growth factor-like),NA
4486,MST1R,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),NA
4487,MSX1,msh homeobox 1,NA
4488,MSX2,msh homeobox 2,NA
4489,MT1A,metallothionein 1A,NA
4490,MT1B,metallothionein 1B,NA
4493,MT1E,metallothionein 1E,NA
4494,MT1F,metallothionein 1F,NA
4495,MT1G,metallothionein 1G,NA
4496,MT1H,metallothionein 1H,NA
4498,MT1JP,"metallothionein 1J, pseudogene",NA
4499,MT1M,metallothionein 1M,NA
4500,MT1L,metallothionein 1L (gene/pseudogene),NA
4501,MT1X,metallothionein 1X,NA
4502,MT2A,metallothionein 2A,NA
4503,MT2P1,metallothionein 2 pseudogene 1 (processed),NA
4504,MT3,metallothionein 3,NA
4507,MTAP,methylthioadenosine phosphorylase,00270; 01100
4508,ATP6,ATP synthase F0 subunit 6,00190; 01100; 05010; 05012; 05016
4509,ATP8,ATP synthase F0 subunit 8,00190; 01100; 05010; 05012; 05016
4511,TRNC,tRNA,970
4512,COX1,cytochrome c oxidase subunit I,00190; 01100; 04260; 05010; 05012; 05016
4513,COX2,cytochrome c oxidase subunit II,00190; 01100; 04260; 05010; 05012; 05016
4514,COX3,cytochrome c oxidase III,00190; 01100; 04260; 05010; 05012; 05016
4515,MTCP1,mature T-cell proliferation 1,NA
4519,CYTB,cytochrome b,00190; 01100; 04260; 05010; 05012; 05016
4520,MTF1,metal-regulatory transcription factor 1,NA
4521,NUDT1,nudix (nucleoside diphosphate linked moiety X)-type motif 1,NA
4522,MTHFD1,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase",00670; 01100
4523,MTHFD1P1,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 pseudogene 1,NA
4524,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),00670; 01100
4528,MTIF2,mitochondrial translational initiation factor 2,NA
4531,MTL3P,"metallothionein-like 3, pseudogene",NA
4534,MTM1,myotubularin 1,NA
4535,ND1,"NADH dehydrogenase, subunit 1 (complex I)",00190; 01100; 05012
4536,ND2,MTND2,00190; 01100; 05012
4537,ND3,"NADH dehydrogenase, subunit 3 (complex I)",00190; 01100; 05012
4538,ND4,"NADH dehydrogenase, subunit 4 (complex I)",00190; 01100; 05012
4539,ND4L,"NADH dehydrogenase, subunit 4L (complex I)",00190; 01100; 05012
4540,ND5,"NADH dehydrogenase, subunit 5 (complex I)",00190; 01100; 05012
4541,ND6,"NADH dehydrogenase, subunit 6 (complex I)",00190; 01100; 05012
4542,MYO1F,myosin IF,NA
4543,MTNR1A,melatonin receptor 1A,4080
4544,MTNR1B,melatonin receptor 1B,4080
4547,MTTP,microsomal triglyceride transfer protein,4975
4548,MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,00270; 00450; 00670; 01100
4549,MT-RNR1,s-rRNA,03008; 03010
4550,MT-RNR2,l-rRNA,03008; 03010
4552,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,NA
4553,TRNA,tRNA,970
4555,TRND,tRNA,970
4556,TRNE,tRNA,970
4558,TRNF,tRNA,970
4563,TRNG,tRNA,970
4564,TRNH,tRNA,970
4565,TRNI,tRNA,970
4566,TRNK,tRNA,970
4567,TRNL1,tRNA,970
4568,TRNL2,tRNA,970
4569,TRNM,tRNA,970
4570,TRNN,tRNA,970
4571,TRNP,tRNA,970
4572,TRNQ,tRNA,970
4573,TRNR,tRNA,970
4574,TRNS1,tRNA,970
4575,TRNS2,tRNA,970
4576,TRNT,tRNA,970
4577,TRNV,tRNA,970
4578,TRNW,tRNA,970
4579,TRNY,tRNA,970
4580,MTX1,metaxin 1,NA
4581,MTX1P1,metaxin 1 pseudogene 1,NA
4582,MUC1,"mucin 1, cell surface associated",NA
4583,MUC2,"mucin 2, oligomeric mucus/gel-forming",05110; 05146
4584,MUC3A,"mucin 3A, cell surface associated",NA
4585,MUC4,"mucin 4, cell surface associated",NA
4586,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",NA
4588,MUC6,"mucin 6, oligomeric mucus/gel-forming",NA
4589,MUC7,"mucin 7, secreted",4970
4590,MUC8,mucin 8,NA
4591,TRIM37,tripartite motif containing 37,4120
4593,MUSK,"muscle, skeletal, receptor tyrosine kinase",NA
4594,MUT,methylmalonyl CoA mutase,00280; 00630; 00640; 01100
4595,MUTYH,mutY homolog (E. coli),3410
4597,MVD,mevalonate (diphospho) decarboxylase,00900; 01100
4598,MVK,mevalonate kinase,00900; 01100; 04146
4599,MX1,"myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)",NA
4600,MX2,myxovirus (influenza virus) resistance 2 (mouse),NA
4601,MXI1,MAX interactor 1,NA
4602,MYB,v-myb myeloblastosis viral oncogene homolog (avian),NA
4603,MYBL1,v-myb myeloblastosis viral oncogene homolog (avian)-like 1,NA
4604,MYBPC1,"myosin binding protein C, slow type",NA
4605,MYBL2,v-myb myeloblastosis viral oncogene homolog (avian)-like 2,NA
4606,MYBPC2,"myosin binding protein C, fast type",NA
4607,MYBPC3,"myosin binding protein C, cardiac",05410; 05414
4608,MYBPH,myosin binding protein H,NA
4609,MYC,v-myc myelocytomatosis viral oncogene homolog (avian),04010; 04012; 04110; 04310; 04350; 04630; 05200; 05210; 05213; 05216; 05219; 05220; 05221; 05222
4610,MYCL1,"v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)",NA
4611,MYCL2,v-myc myelocytomatosis viral oncogene homolog 2 (avian),NA
4612,MYCLK1,v-myc myelocytomatosis viral oncogene homolog (avian)-like 1,NA
4613,MYCN,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)",NA
4615,MYD88,myeloid differentiation primary response gene (88),04210; 04620; 05140; 05142; 05143; 05144; 05145
4616,GADD45B,"growth arrest and DNA-damage-inducible, beta",04010; 04110; 04115
4617,MYF5,myogenic factor 5,NA
4618,MYF6,myogenic factor 6 (herculin),NA
4619,MYH1,"myosin, heavy chain 1, skeletal muscle, adult",04530; 05416
4620,MYH2,"myosin, heavy chain 2, skeletal muscle, adult",04530; 05416
4621,MYH3,"myosin, heavy chain 3, skeletal muscle, embryonic",04530; 05416
4622,MYH4,"myosin, heavy chain 4, skeletal muscle",04530; 05416
4624,MYH6,"myosin, heavy chain 6, cardiac muscle, alpha",04260; 04530; 05410; 05414; 05416
4625,MYH7,"myosin, heavy chain 7, cardiac muscle, beta",04260; 04530; 05410; 05414; 05416
4626,MYH8,"myosin, heavy chain 8, skeletal muscle, perinatal",04530; 05416
4627,MYH9,"myosin, heavy chain 9, non-muscle",04530; 04810; 05416
4628,MYH10,"myosin, heavy chain 10, non-muscle",04530; 04810; 05416
4629,MYH11,"myosin, heavy chain 11, smooth muscle",04270; 04530; 05416
4630,MYHK,"myosin, heavy chain kinase",NA
4632,MYL1,"myosin, light chain 1, alkali; skeletal, fast",NA
4633,MYL2,"myosin, light chain 2, regulatory, cardiac, slow",04260; 04510; 04530; 04670; 04810; 05410; 05414
4634,MYL3,"myosin, light chain 3, alkali; ventricular, skeletal, slow",04260; 05410; 05414
4635,MYL4,"myosin, light chain 4, alkali; atrial, embryonic",NA
4636,MYL5,"myosin, light chain 5, regulatory",04510; 04530; 04670; 04810
4637,MYL6,"myosin, light chain 6, alkali, smooth muscle and non-muscle",4270
4638,MYLK,myosin light chain kinase,04020; 04270; 04510; 04810; 04971
4639,MYLL1,"myosin, light chain, cardiac muscle-like 1",NA
4640,MYO1A,myosin IA,NA
4641,MYO1C,myosin IC,NA
4642,MYO1D,myosin ID,NA
4643,MYO1E,myosin IE,NA
4644,MYO5A,"myosin VA (heavy chain 12, myoxin)",NA
4645,MYO5B,myosin VB,NA
4646,MYO6,myosin VI,NA
4647,MYO7A,myosin VIIA,NA
4648,MYO7B,myosin VIIB,NA
4649,MYO9A,myosin IXA,NA
4650,MYO9B,myosin IXB,NA
4651,MYO10,myosin X,4666
4653,MYOC,"myocilin, trabecular meshwork inducible glucocorticoid response",NA
4654,MYOD1,myogenic differentiation 1,NA
4655,MYSA,myasthenic (Lambert-Eaton) syndrome antigen A,NA
4656,MYOG,myogenin (myogenic factor 4),NA
4657,MYP1,myopia 1 (X-linked),NA
4658,MYP2,"myopia 2 (high grade, autosomal dominant)",NA
4659,PPP1R12A,"protein phosphatase 1, regulatory subunit 12A",04270; 04510; 04720; 04810
4660,PPP1R12B,"protein phosphatase 1, regulatory subunit 12B",4270
4661,MYT1,myelin transcription factor 1,NA
4663,NA,neuroacanthocytosis,NA
4664,NAB1,NGFI-A binding protein 1 (EGR1 binding protein 1),NA
4665,NAB2,NGFI-A binding protein 2 (EGR1 binding protein 2),NA
4666,NACA,nascent polypeptide-associated complex alpha subunit,NA
4668,NAGA,"N-acetylgalactosaminidase, alpha-",00603; 04142
4669,NAGLU,"N-acetylglucosaminidase, alpha",00531; 01100; 04142
4670,HNRNPM,heterogeneous nuclear ribonucleoprotein M,3040
4671,NAIP,"NLR family, apoptosis inhibitory protein",4621
4672,NAMSD,"neuropathy, axonal, motor-sensory with deafness and mental retardation (Cowchock syndrome)",NA
4673,NAP1L1,nucleosome assembly protein 1-like 1,NA
4674,NAP1L2,nucleosome assembly protein 1-like 2,NA
4675,NAP1L3,nucleosome assembly protein 1-like 3,NA
4676,NAP1L4,nucleosome assembly protein 1-like 4,NA
4677,NARS,asparaginyl-tRNA synthetase,970
4678,NASP,nuclear autoantigenic sperm protein (histone-binding),NA
4680,CEACAM6,carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen),NA
4681,NBL1,"neuroblastoma, suppression of tumorigenicity 1",NA
4682,NUBP1,nucleotide binding protein 1,NA
4683,NBN,nibrin,3440
4684,NCAM1,neural cell adhesion molecule 1,04514; 05020
4685,NCAM2,neural cell adhesion molecule 2,04514; 05020
4686,NCBP1,"nuclear cap binding protein subunit 1, 80kDa",03013; 03015; 03040
4688,NCF2,neutrophil cytosolic factor 2,04145; 04380; 04670; 05140
4689,NCF4,"neutrophil cytosolic factor 4, 40kDa",04145; 04380; 04670; 05140
4690,NCK1,NCK adaptor protein 1,04012; 04360; 04660; 05130
4691,NCL,nucleolin,5130
4692,NDN,necdin homolog (mouse),NA
4693,NDP,Norrie disease (pseudoglioma),NA
4694,NDUFA1,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa",00190; 01100; 05010; 05012; 05016
4695,NDUFA2,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa",00190; 01100; 05010; 05012; 05016
4696,NDUFA3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa",00190; 01100; 05010; 05012; 05016
4697,NDUFA4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa",00190; 01100; 05010; 05012; 05016
4698,NDUFA5,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa",00190; 01100; 05010; 05012; 05016
4699,NDUFA5P1,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, pseudogene 1",NA
4700,NDUFA6,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa",00190; 01100; 05010; 05012; 05016
4701,NDUFA7,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa",00190; 01100; 05010; 05012; 05016
4702,NDUFA8,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa",00190; 01100; 05010; 05012; 05016
4703,NEB,nebulin,NA
4704,NDUFA9,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa",00190; 01100; 05010; 05012; 05016
4705,NDUFA10,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa",00190; 01100; 05010; 05012; 05016
4706,NDUFAB1,"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa",00190; 01100; 05010; 05012; 05016
4707,NDUFB1,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa",00190; 01100; 05010; 05012; 05016
4708,NDUFB2,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa",00190; 01100; 05010; 05012; 05016
4709,NDUFB3,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa",00190; 01100; 05010; 05012; 05016
4710,NDUFB4,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa",00190; 01100; 05010; 05012; 05016
4711,NDUFB5,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa",00190; 01100; 05010; 05012; 05016
4712,NDUFB6,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa",00190; 01100; 05010; 05012; 05016
4713,NDUFB7,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa",00190; 01100; 05010; 05012; 05016
4714,NDUFB8,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa",00190; 01100; 05010; 05012; 05016
4715,NDUFB9,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa",00190; 01100; 05010; 05012; 05016
4716,NDUFB10,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa",00190; 01100; 05010; 05012; 05016
4717,NDUFC1,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa",00190; 01100; 05010; 05012; 05016
4718,NDUFC2,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa",00190; 01100; 05010; 05012; 05016
4719,NDUFS1,"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)",00190; 01100; 05010; 05012; 05016
4720,NDUFS2,"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)",00190; 01100; 05010; 05012; 05016
4722,NDUFS3,"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)",00190; 01100; 05010; 05012; 05016
4723,NDUFV1,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa",00190; 01100; 05010; 05012; 05016
4724,NDUFS4,"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)",00190; 01100; 05010; 05012; 05016
4725,NDUFS5,"NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)",00190; 01100; 05010; 05012; 05016
4726,NDUFS6,"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)",00190; 01100; 05010; 05012; 05016
4728,NDUFS8,"NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)",00190; 01100; 05010; 05012; 05016
4729,NDUFV2,"NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa",00190; 01100; 05010; 05012; 05016
4730,NDUFV2P1,NADH dehydrogenase (ubiquinone) flavoprotein 2 pseudogene 1,NA
4731,NDUFV3,"NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa",00190; 01100; 05010; 05012; 05016
4733,DRG1,developmentally regulated GTP binding protein 1,NA
4734,NEDD4,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase",04120; 04144
4735,SEPT2,septin 2,NA
4736,RPL10A,ribosomal protein L10a,3010
4738,NEDD8,"neural precursor cell expressed, developmentally down-regulated 8",NA
4739,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9",NA
4741,NEFM,"neurofilament, medium polypeptide",5014
4744,NEFH,"neurofilament, heavy polypeptide",5014
4745,NELL1,NEL-like 1 (chicken),NA
4747,NEFL,"neurofilament, light polypeptide",5014
4748,NEFLL1,"neurofilament, light polypeptide-like 1",NA
4750,NEK1,NIMA (never in mitosis gene a)-related kinase 1,NA
4751,NEK2,NIMA (never in mitosis gene a)-related kinase 2,NA
4752,NEK3,NIMA (never in mitosis gene a)-related kinase 3,NA
4753,NELL2,NEL-like 2 (chicken),NA
4756,NEO1,neogenin 1,4514
4758,NEU1,sialidase 1 (lysosomal sialidase),00511; 00600; 04142
4759,NEU2,sialidase 2 (cytosolic sialidase),00511; 00600
4760,NEUROD1,neuronal differentiation 1,4950
4761,NEUROD2,neuronal differentiation 2,NA
4762,NEUROG1,neurogenin 1,NA
4763,NF1,neurofibromin 1,4010
4764,NF1P3,neurofibromin 1 pseudogene 3,NA
4768,NF1P5,neurofibromin 1 pseudogene 5,NA
4771,NF2,neurofibromin 2 (merlin),NA
4772,NFATC1,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1",04310; 04360; 04370; 04380; 04650; 04660; 04662
4773,NFATC2,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2",04010; 04310; 04360; 04370; 04380; 04650; 04660; 04662
4774,NFIA,nuclear factor I/A,NA
4775,NFATC3,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3",04310; 04360; 04370; 04650; 04660; 04662
4776,NFATC4,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4",04010; 04310; 04360; 04370; 04650; 04660; 04662
4778,NFE2,"nuclear factor (erythroid-derived 2), 45kDa",NA
4779,NFE2L1,nuclear factor (erythroid-derived 2)-like 1,NA
4780,NFE2L2,nuclear factor (erythroid-derived 2)-like 2,4141
4781,NFIB,nuclear factor I/B,NA
4782,NFIC,nuclear factor I/C (CCAAT-binding transcription factor),NA
4783,NFIL3,"nuclear factor, interleukin 3 regulated",NA
4784,NFIX,nuclear factor I/X (CCAAT-binding transcription factor),NA
4790,NFKB1,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,04010; 04062; 04210; 04380; 04620; 04621; 04622; 04623; 04660; 04662; 04722; 04920; 05120; 05131; 05140; 05142; 05145; 05146; 05160; 05200; 05212; 05215; 05220; 05221; 05222
4791,NFKB2,nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),04010; 04380; 05200
4792,NFKBIA,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",04062; 04210; 04380; 04620; 04621; 04622; 04623; 04660; 04662; 04722; 04920; 05120; 05131; 05140; 05142; 05145; 05160; 05200; 05215; 05220; 05222
4793,NFKBIB,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta",04062; 04621; 04622; 04623; 04660; 04662; 04722; 04920; 05131; 05140; 05145
4794,NFKBIE,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon",04660; 04662; 04722; 04920
4795,NFKBIL1,nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1,NA
4796,TONSL,"tonsoku-like, DNA repair protein",NA
4798,NFRKB,nuclear factor related to kappaB binding protein,NA
4799,NFX1,"nuclear transcription factor, X-box binding 1",NA
4800,NFYA,"nuclear transcription factor Y, alpha",4612
4801,NFYB,"nuclear transcription factor Y, beta",4612
4802,NFYC,"nuclear transcription factor Y, gamma",4612
4803,NGF,nerve growth factor (beta polypeptide),04010; 04210; 04722
4804,NGFR,nerve growth factor receptor,04060; 04722
4805,NHCP1,non-histone chromosome protein 1,NA
4807,NHLH1,nescient helix loop helix 1,NA
4808,NHLH2,nescient helix loop helix 2,NA
4809,NHP2L1,NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae),03008; 03040
4810,NHS,Nance-Horan syndrome (congenital cataracts and dental anomalies),NA
4811,NID1,nidogen 1,NA
4812,NIDDM1,"non-insulin-dependent diabetes mellitus (common, type 2) 1",NA
4813,NIDDM2,"non-insulin-dependent diabetes mellitus (common, type 2) 2",NA
4814,NINJ1,ninjurin 1,NA
4815,NINJ2,ninjurin 2,NA
4817,NIT1,nitrilase 1,NA
4818,NKG7,natural killer cell group 7 sequence,NA
4819,NKS1,natural killer cell susceptibility 1,NA
4820,NKTR,natural killer-tumor recognition sequence,NA
4821,NKX2-2,NK2 homeobox 2,4950
4824,NKX3-1,NK3 homeobox 1,05200; 05215
4825,NKX6-1,NK6 homeobox 1,4950
4826,NNAT,neuronatin,NA
4827,NM,neutrophil migration,NA
4828,NMB,neuromedin B,NA
4829,NMBR,neuromedin B receptor,4080
